,kidney epithelial cell,b cell,cd8-positive alpha-beta t cell,endothelial cell,macrophage,nk cell,cd4-positive helper t cell
C1orf195,0,0,0,0,0,0,0
FHAD1,0.0200548230378285,0,0,0.793562171333715,0.103510867769473,0,0
EFHD2,0.353516989680797,0.143192658151699,0.58683305181161,0.295674143496313,1.42758552706873,1.75695486467701,0.249473499165056
CTRC,0.000268959209220977,0,0,0,0.000303264393984714,0,0
CELA2A,0,0,0,0,0.00299253994802077,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,0.284560646176295,0.290424739991115,0.263343441783145,0.185239006343641,0.274639936251061,0.287509134081939,0.170162145604086
DNAJC16,0.40391555481717,0.400565173225669,0.439479986167053,0.527447305227581,0.407745985598579,0.269500918970763,0.39082880836824
SCARNA21B,0,0,0,0,0,0,0
AGMAT,5.13183190861218,0,0.0402930623762835,0,0.0287065357434044,0.0315017518196397,0.0446629445197174
CHCHD2P6,0.0275826245070563,0.091887631549164,0.0730321807980043,0,0,0.0619038814351759,0.0533974429191147
RNU7-179P,0,0,0,0,0,0,0
CD24P1,0,0,0,0,0,0.0763358778625954,0
DDI2,0.817109343894618,0.372202280111327,0.403458449850439,0.51848516087783,0.480637131450332,0.218606859673071,0.179049901540767
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,0.28471159412178,0.28582215588813,0.244282950040463,0.576041442469547,0.56252692825512,0.218037199428063,0.230533537285104
SLC25A34,0.381321644113353,0.0586510263929619,0.04149377593361,0.175794752020585,0.0846155855885919,0,0
SLC25A34-AS1,0.0048013443764254,0,0,0,0,0,0
TMEM82,1.14426643976343,0,0,0,0,0,0
FBLIM1,0.093240014655137,0.0442551098261411,0.0716138608228122,0.266716742515564,0.00652762068394931,0.0305667032722298,0.0819807118473791
RPL12P14,0.0135020237841278,0.0767143730543925,0.04149377593361,0,0,0,0
UQCRHL,0.347860271333593,0.0988095720951333,0.0662972251285656,0,0.238918459675394,0.00335688968651167,0.0896042118579643
SPEN,0.220733158479982,0.556172313250579,0.52404346358402,1.14734088370675,0.755565032966412,0.644045566613893,0.424670096342735
ZBTB17,0.132996798434502,0.216901654721705,0.180437894282994,0.283819592626471,0.137373921284423,0.425758609334931,0.146688882817221
TBC1D3P6,0,0,0,0,0,0,0
SRARP,0.00104734022181484,0,0.000608253528468342,0.726562048259534,0,0,0
HSPB7,0.000863936951632346,0,0,0.102904139066997,0,0,0
CLCNKA,0.0163227989098102,0,0,1.76503121225457,0.0311526479750779,0,0
CLCNKB,0.0263206199528776,0,0.04149377593361,2.21052631578947,0.0934579439252336,0,0
FAM131C,0.634193617990503,0,0,0.130694986644544,0.0836294417812074,0,0.110497237569061
EPHA2,0.0360877341603678,0,0,0.401457913925773,0.0112558532726728,0.0364946663834666,0
ARHGEF19-AS1,0.00120033609410635,0,0,0,0,0,0
ARHGEF19,0.016717274754778,0.0389444485437835,0.116082662368711,0.226394290673105,0.0717715251482907,0.198091678036988,0.095511934375236
ANO7L1,0.0048013443764254,0.0293255131964809,0,0.0419740099655954,0.0038498547218299,0,0
CPLANE2,0.11481124137633,0.0696355674273807,0,0.244021179801539,0.0615146145270992,0,0.110497237569061
MT1XP1,0.0468362999279349,0.00521815198957046,0.0958530032288484,0.046386036119963,0.109387509176664,0,0.00597597288163327
FBXO42,0.18826917153692,0.228250575205448,0.429369931893725,0.645863647837388,0.513588019249224,0.483048243377045,0.469158114978622
SZRD1,0.709264145153702,0.427302447483599,0.380334633298187,0.487317362584566,0.499256746791234,0.598433004990789,0.427367480420276
RPL22P3,0.0024006721882127,0.0293255131964809,0,0,0,0,0
SPATA21,0.0888793527715104,0.0293255131964809,0.12448132780083,0,0.149710150151238,0.152671755725191,0.110497237569061
NECAP2,0.290850754417215,0.406535928550004,0.502383097573435,0.670894949687155,0.67366564700908,0.549143378061193,0.495321493122459
LINC01772,0.00434868030367228,0.248012556708104,0.121374383506933,0.236215393166793,0.0657056900571068,0.133740858267282,0.103771346708688
CROCCP3,0.00353077419264064,0.119212978396598,0.229765897964541,0.627531320170352,0.0612425261940169,0.62750766477512,0.0937927730834286
RNU1-1,0,0.0879765395894428,0.0951290288901428,0,0.0311526479750779,0.0318068584413019,0.0748619677612136
LINC01783,0.00120033609410635,0,0,0,0,0,0
RNU1-6P,0,0,0,0,0,0,0
NBPF1,0.553683613313516,0.299737598310031,0.269001035274806,0.871735030726383,0.55245565797124,0.255923689151083,0.196917735410659
CROCCP2,0.260225125648061,0.515630135766048,0.615522474313302,0.568323257722353,0.542105688669971,0.678341886469426,0.545897902375427
MST1P2,0.0307059228606276,0.0207692087570593,0,0.343029152719598,0.110439130543177,0,0
RNU1-3,0,0,0.0173538037850154,0,0,0,0.0326457708580059
EIF1AXP1,0.163070433137798,0.115325669651507,0.151227612218422,0,0.0311526479750779,0.177670822798751,0.118580599269156
ESPNP,0.0192053775057016,0,0,0,0,0,0
CROCC,0.0561923597130065,0.100318105689242,0.284915572380129,0.33707877209312,0.048355608342964,0.205261550786841,0.226059296842438
CROCCP4,0.0024006721882127,0,0,0,0,0,0
RNU1-4,0,0.0166124206833825,0.0537260132706512,0,0,0.0179010893552358,0.0829258992527071
MST1L,0.0363303921028369,0.0126827665088463,0.04149377593361,0.841848910482306,0.161036550813003,0.0763358778625954,0
MIR3675,0,0,0,0,0,0,0
RNU1-5P,0,0,0,0,0,0,0
RNU1-2,0,0.0171819026868714,0.0829875518672199,0,0,0.0763358778625954,0.110497237569061
MFAP2,0.00026411318203765,0,0,0,0,0,0
ATP13A2,0.0717910879391423,0.0935389618894571,0.321690890798925,0.356725075997804,0.331595270804527,0.321495492949741,0.28965571802624
SDHB,1.94831055425293,0.473743886165212,0.316271881344902,0.132688646567495,0.674826951598824,0.470463345979006,0.353491975087158
PADI2,0.000608167303751789,0,0,0.0205884318602713,0.134373079579196,0,0
PADI1,0,0,0,0,0,0,0
PADI3,0.00120033609410635,0,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0.03393577061091,0.00464909155833771,0,0.0254196418315822,0.0996555986863966,0.0010696737641129
PADI6,0,0,0.04149377593361,0,0.0311526479750779,0,0
RCC2-AS1,0.0024006721882127,0,0,0,0.0311526479750779,0,0
RCC2,0.240296597219489,0.464324226040295,0.500802153868299,0.57056671067288,0.864554776952274,0.547492577374436,0.328616904784303
ARHGEF10L,0.703341089284745,0,0.0359407519898474,0.535711757760299,0.334793203716337,0,0.0208891689448067
ACTL8,0.0096026887528508,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0.000810575948845022,0,0,0,0.177594465630077,0,0
IGSF21-AS1,0,0,0,0,0,0,0
KLHDC7A,0.950120451334158,0,0.04149377593361,0.730844176443,0.0311526479750779,0.0763358778625954,0
DYNLL1P3,0,0,0,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,3.73994618578055,0,0,0.452934172278956,0.0312705418773901,0,0
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,0.0972070123107332,0.0873754814573047,0.108731321279439,0.246467703894565,0.0801110182224404,0.238949440817797,0.187004571461546
UBR4,0.387579847060349,0.339327509779909,0.633205894118028,0.603935273697502,0.458522296397485,0.434789207372957,0.399328220985542
EMC1-AS1,0.03267424326386,0.0453267502994481,0.12448132780083,0,0.0757828991732493,0.118052606364243,0.0552486187845304
EMC1,0.126591072512705,0.258002385365998,0.367169580395291,0.381046870507692,0.331198360689704,0.46915231519983,0.194571739628664
MRTO4,0.574334539446227,0.345230050800133,0.181620161563034,0.0545338078549034,0.24994788604362,0.287422075526405,0.109136439160089
AKR7L,0.111826116943786,0.117302052785924,0.065119187366913,0.17204888996325,0.0252830469719717,0,0
AKR7A3,3.23851368745494,0.0293255131964809,0.04149377593361,0.054705780430844,0.0660414413499684,0,0.0288008115568214
AKR7A2,3.16314580880956,0.0484494953211452,0.0293214073814297,0,0.0222905060955297,0.0843743040361477,0.0406056570084714
RNU6-1099P,0.00318485719504269,0.0293255131964809,0,0,0,0,0
PQLC2,0.195289641965725,0.204907610269586,0.0257158595991333,0.278392934799194,0.304750071507748,0.171057315273139,0.0725452307179488
CAPZB,1.18292039400296,0.519669724789467,1.1037626322668,0.700508361741116,1.3697233073808,1.22356711930901,0.934931744106155
RN7SL277P,0,0,0.04149377593361,0,0.0311526479750779,0,0
MICOS10,2.19170575827814,0.526935930475811,0.402211494975689,0.0669231678310194,0.834303072865507,0.448712259531021,0.479446288959756
RNU4-28P,0,0,0,0,0,0,0
NBL1,0.24399902498614,0.00652207307451981,0.0553670108194668,0.466347671182532,0,0.044550173155224,0.105406290918424
MICOS10-NBL1,0,0,0,0,0,0,0
HTR6,0,0,0,0,0,0,0
TMCO4,0.290013855996395,0.209179812162852,0.1523938188909,0.556477191573695,0.221219441601049,0.117846710991313,0.271144358492688
RNF186,3.25401935236764,0,0,0,0.0623052959501558,0,0
OTUD3,0.235779842302559,0.342371714779359,0.230604190549415,0.508749384629099,0.185802326024136,0.172185257190966,0.249622860007523
PLA2G2E,0,0,0,0,0,0,0
RN7SL304P,0,0,0,0,0,0,0
PLA2G2A,6.6042740567365e-05,0,0,0.0960368206626491,0,0,0
PLA2G5,0,0,0,0,0.0311526479750779,0,0
PLA2G2D,0.00120033609410635,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0.0024006721882127,0,0.0829875518672199,0,0,0,0
UBXN10-AS1,0.2336761487831,0,0.334750626591726,0.234069962250559,0,0.0763358778625954,0
UBXN10,0.251699716841855,0,0.0464069140897252,0.563061975177966,0,0.0763358778625954,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0.315789473684211,0.0311526479750779,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,2.29664159368788,0,0.0746497949623963,1.04170978822206,0.0570430655345738,0.0370266910727697,0.0135273656792404
MUL1,0.214092866790036,0.174196922184785,0.201745473002992,0.497083320115742,0.302094426110526,0.329446932741704,0.172660909304961
RPS4XP4,0.00120033609410635,0,0,0,0,0,0
FAM43B,0.00958812149500249,0,0,0.105263157894737,0,0,0
CDA,0.00025858196258087,0,0,0.714199520412244,0.339475173445134,0,0.000457417693256673
PINK1,0.966251273177248,0.0551690582480948,0.221073319926796,1.5385674890719,0.381790328248639,0.11268291582588,0.195615037699431
MIR6084,0,0,0,0,0,0,0
PINK1-AS,0.0395604984884201,0.0621580154228071,0.118066795634036,0.284717750549316,0.118438313683245,0.152671755725191,0.0563825230572105
DDOST,0.258523593492946,0.395142946162881,0.405031026646309,0.349900294291346,0.393539800822178,0.75845589528557,0.429463519575846
KIF17,0.0186822902053047,0.0293255131964809,0,0.744309603540521,0.1044100794094,0,0.0552486187845304
SH2D5,0.0635618603167993,0,0.04149377593361,0.197858107717414,0.0291292422285704,0,0
HP1BP3,0.88536446004598,0.702053707453512,1.01406601909162,1.26717742650132,1.10159861985768,1.2305667024703,0.819538967220823
EIF4G3,0.210850404413595,0.495917654566226,0.370016814097453,0.905621915741971,0.695946001839415,0.608714457231624,0.273578774863185
RNU7-200P,0,0.0293255131964809,0,0,0,0,0
MIR1256,0,0,0,0,0,0,0
RPS15AP6,0.00103968587217605,0.0879765395894428,0.00253073357942193,0,0.0212989358515754,0,0
HSPE1P27,0,0.0293255131964809,0.04149377593361,0,0.0418161291199681,0.152671755725191,0.0552486187845304
ECE1,0.0331949359591898,0.23234560504512,0.125925237212438,1.14920622298592,0.235775191186002,0.109314915788083,0.145694545043108
PPP1R11P1,0.000402823056569121,0.0225962208163354,0,0,0,0.0763358778625954,0.0224075896963889
NBPF2P,0.00572687854659241,0.0028814725861871,0,0,0.0311526479750779,0,0.0917828912893053
HS6ST1P1,0.0024006721882127,0,0,0,0,0,0
CROCCP5,0.0024006721882127,0,0,0,0,0,0
NBPF3,0.304065636062576,0.203610968729618,0.232753623076,0.358224986728869,0.112850076312959,0.254883999587925,0.455373050099578
PFN1P10,0,0,0,0,0,0,0
ALPL,0.225217253367267,0.00731540495349515,0,0.125386447655527,0.0202046361667716,0,0
LINC02596,0.102695326346651,0,0,0,0.0311526479750779,0,0
RAP1GAP,1.07503603049657,0,0.0147667653333102,0.936170330800508,0.163639698444497,0,0
USP48,0.424884611460115,0.575978848766372,0.73528431246204,0.760313692218379,0.661786689936558,0.857206362121888,0.66319711053569
LDLRAD2,0.000796265110450409,0.0879765395894428,0,0.245462698685495,0.0530537504273412,0,0
HSPG2,0.00258775357509801,0.00741770435288505,0,1.36932923197746,0.0134527014794751,0,0
CELA3B,0,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
RN7SL186P,0,0,0,0,0,0,0
RNU6-776P,0,0,0,0,0,0,0
LINC01635,0.0305144405353543,0.0293255131964809,0.04149377593361,0,0,0.152671755725191,0
LINC00339,0.196248859413931,0.297202993348197,0.308654672377337,0.589532887308221,0.428495940389663,0.383179366133595,0.467753534158949
CDC42,1.9862341414397,1.03284898657581,1.36706712743059,1.20359861286063,1.92218137181994,1.61726127923217,1.25999459690152
CDC42-IT1,0.00195747886495621,0.139007744551404,0.147073977221097,0,0.121644482062984,0.161401006101652,0.0826114018072081
WNT4,0.000818576407509825,0,0.0575269524981867,0.0549802629571212,0,0,0
MIR4418,0,0,0,0,0,0,0
PPIAP34,0.00436739963924823,0.0230677540351219,0.0219507336121872,0,0,0,0.017796540128592
ZBTB40,0.134646308846354,0.360173826518296,0.25964944837499,0.52711101080242,0.394344736482495,0.527697088154218,0.423155598877543
ZBTB40-IT1,0,0,0,0,0,0,0
EPHA8,0.0024006721882127,0,0,0,0,0,0
MIR6127,0,0,0,0,0,0,0
C1QA,0.000135351827831174,0.0138524602934762,0.00913766855026182,0.160008713446165,1.28999882713657,0.0143301132071109,0.00471635615628069
C1QC,0.000114099409325242,0,0,0.0965309952434741,0.955982599488671,0.00899005755213381,0
C1QB,0,0,0,0.111434705006449,1.14488488045808,0,0
EPHB2,0.0018097020443312,0,0,0.111095180009541,0.425545042548967,0,0
MIR4684,0,0,0.04149377593361,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,0,0
KDM1A,0.48308005842423,0.239445919646196,0.372911873911179,0.601127295745047,0.311245664629238,0.370189514267081,0.228051462555459
MIR3115,0,0,0,0,0,0,0
LUZP1,0.280221240430652,0.173285988768524,0.368092596283592,0.967256559196271,0.286251241358641,0.399385187917083,0.367633522544777
RNU6-514P,0,0,0.04149377593361,0,0,0,0.0552486187845304
RNU6-135P,0,0.0293255131964809,0,0,0,0,0
HTR1D,0,0,0,0,0,0,0
LINC01355,0.00338796581373168,0.1183329956972,0.0633272946622856,0.458935757687217,0.0620203107316917,0.139175036481319,0.133393087439774
HNRNPR,0.894971902482547,0.838060610657257,0.813161986667462,0.986904055193851,1.14794418930636,0.817220599113302,0.767029933096296
ZNF436,0.176654208938467,0.0197407870698185,0.068766056749336,0.548263371618171,0.0446522198733511,0.0966986699868704,0.0545021447028903
ZNF436-AS1,0.0979898882833739,0.0293255131964809,0.0329606206585263,0.189805369628103,0,0,0
RF00019-4,0,0,0,0,0,0,0
TCEA3,1.57799978676983,0,0,0.0177218763451827,0,0.0418066832855458,0.0136927649461103
ASAP3,0.294847897529717,0,0.0283278508799699,0.28125704589643,0,0.0817534686954877,0
E2F2,0.0199602218882518,0,0.141949461703479,0,0.141993552353523,0.201975345611572,0
ID3,0.014360304247101,0.330606976365589,0.00564712953765363,1.01070242053584,0.0398038221853916,0.00868068487589596,0.044299620949761
MDS2,0,0.433748502535554,0.16597510373444,0,0.00480817077315856,0,0.419795231265916
RPL11,2.47364076251454,2.88982383251365,2.15447155760284,1.44817452367983,2.4773921768799,1.69350814924554,2.71245144204705
ELOA,0.437329661663183,0.68416438826368,0.314765717478709,0.637075843309101,0.439261772365214,0.406369722526492,0.330290601233751
ELOA-AS1,0.214874318933561,0.100779494232446,0.110313749906928,0.103789284354762,0.254034987862608,0.301781672557802,0.128138168082053
PITHD1,0.616426379130662,0.403967966519493,0.460230162282208,0.222976531480488,0.401542535730611,0.451875947813951,0.425368671012188
LYPLA2,1.24118031431698,0.398875938832235,0.461168123478711,0.38103755524284,0.43965235826011,0.480992992415683,0.322549195579402
GALE,0.983999365397167,0.0658141434017864,0.137467128112603,0.20851851576253,0.141528070530045,0.173319711029985,0.224004119799282
HMGCL,1.68482861009652,0.223922637463315,0.298409407564219,0.296478247642517,0.378856575377634,0.356293017627629,0.232736242410228
FUCA1,0.310467086574093,0.159648918336438,0.13111110742656,0.831209002670489,0.685897530425003,0.274476542727638,0.142862534654733
CNR2,0.000707373357508852,1.38402837099742,0.0435981888988701,0,0.0395298665186326,0.212753994774272,0.033234129953121
BTBD6P1,0,0.0586510263929619,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,1.08096509310313,0.825789576838793,0.835930599572129,0.986033760246478,0.735272577804197,0.85178895254854,0.546927466165295
SRSF10,0.52124916261557,1.1220418102493,0.950253425544723,1.09549699394326,0.69060731890417,0.957255951434601,0.758902613958601
MYOM3,2.25876620238733,0.0879765395894428,0.0272561544204649,0.29444993671618,0,0,0.0552486187845304
IL22RA1,0.113770913253553,0,0.04149377593361,0,0.0311526479750779,0,0
IFNLR1,0.0698758279729213,0.482715342226616,0.170917277514193,0.0596948071529991,0.15599985731725,0,0
GRHL3,0,0,0,0,0,0,0
STPG1,0.427076265510999,0.0910820415642254,0.0514735027962206,0.437505217602378,0.10535570394213,0,0.0739497058299365
NIPAL3,0.24988176404997,0.220349254998818,0.51312038005635,0.744414942515524,0.20514392147183,0.272757092050014,0.413448671753729
RCAN3AS,0.00292111044098329,0.0879765395894428,0,0,0.0934579439252336,0,0.110497237569061
RCAN3,0.0442786918437262,0.496879586780613,0.730160789502421,0.416458981915524,0.263230501305648,0.0587882162391684,1.37819570118757
NCMAP,0.0578296442586911,0,0,0.178655872846905,0.0311526479750779,0,0
RF00019-5,0,0.0293255131964809,0,0,0,0,0
SRRM1,1.01093102107903,1.04673533316407,1.24868618938067,1.07298144854997,1.04821303533245,1.02791981484371,0.947178428261978
CLIC4,2.00917495376606,0.118020989678123,0.0175185052685718,0.979084235743472,0.375418311710298,0.0306763903785298,0.0077992736963936
RNU6-1208P,0,0.0293255131964809,0,0,0,0,0
RUNX3,0,0.331265915917162,1.18980873139629,0.0261987102659125,0.346568450703056,1.84511514792916,0.718224692163546
MIR6731,0,0,0,0,0,0.0763358778625954,0
MIR4425,0,0,0,0,0,0,0
SYF2,0.984748401276151,0.812644442527001,0.943533318666007,0.924142205087762,1.02590290255079,0.908885485968972,0.764821044977199
RSRP1,0.029232145090905,0.923980550791336,1.34261429028516,1.39775197694176,0.962808204867015,1.31663188537341,1.11821646131163
RHD,0.00089322360190663,0.0913511944656148,0.28861314528216,0.0783206086409719,0.050702635744279,0.152671755725191,0
SDHDP6,0.0224576123750105,0.102900398441773,0.315882205963135,0,0,0.0743945579947406,0.203336756203056
TMEM50A,0.740810111259956,0.432166433010982,1.10246047241559,1.12197084615105,0.986537632169753,0.951991628144534,0.832894820864029
RHCE,0.00729721967032971,0.0104933924688971,0.0484608329554316,0.0642796416031687,0.0215573593092113,0,0.210651961479398
MACO1,0.15371059696545,0.299309081914138,0.427195198803027,0.803772115707397,0.383682097230002,0.309640113975256,0.226252235451621
LDLRAP1,0.169904203902357,0.190855747531236,0.399389864621815,0.35191033388439,0.113933319614684,0.23088112951235,1.0593896471993
MAN1C1,0.243641946985718,0,0.108632860342002,0.353655252958599,0.148544789103333,0.0383361641687291,0.251946452572859
SELENON,0.203342694017373,0.0805972657245625,0.0554557103833717,0.862041103839874,0.391434064024705,0.0440572732277499,0.141931710322259
MTFR1L,1.04669826954975,0.214352313024907,0.16218786417696,0.318776448776847,0.384384063545417,0.180268106996331,0.0942509635377325
AUNIP,0.0296743933485702,0,0,0,0,0.126454327852671,0
PAQR7,0.280729517016022,0.000859471535053421,0.0759813736088543,0.347598373262506,0.128067371629852,0.0919090591314185,0.0805244419456187
RF00019-6,0,0,0,0,0,0,0
STMN1,0.57403674462678,0.105446076113458,0.500194764730841,0.389987217752557,0.0560084945316255,0.581787486112755,0.179670187979113
SNRPFP2,0,0.0268474645978195,0,0,0.0311526479750779,0,0
MIR3917,0,0,0,0,0,0,0
PAFAH2,0.766768298398374,0.129689913603567,0.407164755451234,0.216767718917445,0.34779486997848,0.960232622750843,0.257018099832271
RNU6-110P,0,0,0,0,0,0,0
RF00492,0,0,0,0,0,0,0
RF00283,0,0,0,0,0,0,0
EXTL1,0.00689408430645638,0,0.04149377593361,0,0,0,0
SLC30A2,1.01906811126411,0.0293255131964809,0.0293724823789478,0.236637248490986,0.0311526479750779,0.00110749706967186,0
TRIM63,0.567589546477662,0.000795808268432393,0,0,0,0,0
PDIK1L,0.468361568020223,0.299592611726778,0.229481179684524,0.431430292756934,0.516739125935088,0.300082004707278,0.409699063274742
FAM110D,0.000399973316362047,0,0,0.754322241481982,0,0,0
C1orf232,0.0072020165646381,0,0,0,0,0,0
ZNF593,1.3948180204665,0.162301271891664,0.141620043402391,0.0479677928121466,0.447589954297491,0.0528737716092408,0.132771007263858
