,kidney epithelial cell,b cell,cd8-positive alpha-beta t cell,endothelial cell,macrophage,nk cell,cd4-positive helper t cell
FBXO40,0.0030956917372289,0.0586510263929619,0,0,0.0408180636408916,0.0763358778625954,0
HCLS1,0,0.788864900748576,1.04945246474933,0.364731312111804,2.00138918113114,1.09178568832292,0.926666280604611
RN7SL172P,0,0.187086633922767,0.0892647747182252,0.0865947547711824,0.81291911757995,0.163668839986088,0.133034650792074
RNU4-62P,0,0.116780381748054,0.187876677612051,0,0.0510772202987909,0,0.0552486187845304
GOLGB1,0.287035234284106,0.434078281794475,0.68347203861381,1.59891624701651,0.800356118014297,0.718697406180942,0.587214789626019
IQCB1,0.151563953500509,0.575977073212173,0.366224637293717,0.289834814950039,0.472900122496941,0.470978684097756,0.341665927567699
EAF2,1.34100855062373,0.924421636021732,0.0545518427963573,0.0196502622805144,0.680632782130969,0.172278022038118,0.202305805617274
SLC15A2,0.0290418238703364,0.364327348047687,0.0597992022502472,0.196639974493729,0.243081179363334,0.0924668348472537,0
ILDR1,0.0916411432523342,0.203267206544401,0.0621769814075771,0.603199084181535,0.0168619809492355,0,0
RF00019-161,0,0,0,0,0,0,0
CD86,0,0.676667003425335,0.0128684835315245,0.0459481440092388,1.36158896235291,0.0251438326508034,0
CASR,0.0165244376240136,0,0,0.736842105263158,0.0623052959501558,0,0
HNRNPA1P23,0,0,0,0,0,0,0
CSTA,0,0.0037067667130501,0,0.137093776464462,1.00066171748987,0,0
CCDC58,1.25605100775081,0.169432006142706,0.12698824437822,0.0287386116228606,0.328544986953617,0.107774760318166,0.138541273319919
FAM162A,2.04985943039813,0.411009956468061,0.283665932807685,0.0680133163928986,0.395569194328748,0.0933220177206374,0.357552942485441
WDR5B,0.128752926269967,0.131384369914483,0.136560841714693,0.310870619824058,0.250698861303359,0.127045052652141,0.145976735742053
KPNA1,0.457026080689075,0.411285606865659,0.511101629353163,0.649641030713132,0.549477562169048,0.615659019333943,0.316568137738257
PARP9,0.429872894971085,0.256065455175215,0.422722531181153,0.768375629814048,0.692907784586755,0.615278131634225,0.4691803988625
DTX3L,0.431644542312893,0.532676413589733,0.60235510179116,0.651243520410437,0.770365032451546,0.964759976581763,0.383238239841567
PARP15,0,1.7953179003425,0.862894815002487,0,0.129870946533583,1.59356660978826,0.614229872658108
EIF4BP8,0.00120033609410635,0,0,0,0,0,0
PARP14,0.200844817827614,0.888398973669999,0.738220160278295,1.55162746435718,1.01059552850753,0.986617691189278,0.67550893448993
HSPBAP1,0.110099052963169,0.531373530473353,0.511396865750744,0.272218306441056,0.678222176395473,0.736067326924273,0.410427731045043
SLC49A4,0.125892282211971,0.0843408293038869,0.0452542517689748,0.313043834661183,0.543452799041695,0.232938346061998,0.0952901300145776
LINC02035,0.0269472602320639,0.0529348102133295,0.080726740271224,0.277823936311822,0.434556710014462,0.0652230604914309,0.0857606540068737
SEMA5B,0,0,0,0.786863864095588,0.0311526479750779,0.0763358778625954,0
PDIA5,0.0851457263796345,0.0270611142133338,0.0509719818954151,1.64171690125214,0.177357702240394,0,0.0801372211941039
MIR7110,0,0,0,0,0,0,0
SEC22A,0.162338796998112,0.220705118521917,0.484683401295258,0.219087036659843,0.279635542649718,0.231154399006876,0.427032462223459
ADCY5,0.0525739037851772,0,0.0459575870719688,0.53068151724966,0.0311526479750779,0,0
HACD2,0.298557294258324,0.185802057166953,0.173056086440304,0.628140827229148,0.422604158659962,0.238665542529739,0.236871505969137
MYLK-AS1,0.0952753334997825,0.0443316233123153,0.159238870707785,0.069816077382941,0.0977297657375395,0.0763358778625954,0.0552486187845304
MYLK,0.197785307354657,0.0141289671691806,0.0252096380930224,1.09479988750659,0.0700638925546426,0,0
MYLK-AS2,0.0072020165646381,0,0,0,0,0,0
RF00392,0,0,0,0,0,0,0
CCDC14,0.166778516789442,0.287178922826943,0.525674492893625,0.692967151340685,0.467494643922907,0.37158563625039,0.20310750017097
ROPN1,0,0,0,0,0,0,0
KALRN,0.127845395657355,0,0.0183771675553065,1.57897364465814,0.0137045019512236,0.0843081001107019,0.057346918306298
MIR5002,0,0,0,0,0,0,0
RPL7P15,0.0034528977139602,0.0523860721993656,0.0723201719062457,0.210526315789474,0,0.0223145744272771,0.00818794389456017
MIR6083,0,0,0,0,0,0,0
RNU6-143P,0,0,0,0,0,0,0
UMPS,0.638701997483611,0.30667280982579,0.305631962059939,0.598431908456903,0.299558963731071,0.248110991397887,0.292419066086658
MIR544B,0,0,0,0,0,0,0
ITGB5,0.152858083475439,0.0083387177710659,0,0.726503021466105,0.235270836642969,0.0242274808519669,0
ITGB5-AS1,0,0,0,0,0,0,0
RF00100-3,0,0,0,0,0,0,0
ENO1P3,0,0,0,0,0,0,0
MUC13,0.0852100822822828,0,0,0.107210357565629,0,0,0
HEG1,0.00104837139433221,0.115364408060428,0.29665860496616,1.84005709698326,0.155800935356788,0.764184216961606,0.157726117260548
RNA5SP137,0,0,0,0,0,0,0
SLC12A8,0.0898791383457791,0.00578776692365272,0.0200846422757351,0.121649606604325,0.0558231018042639,0.0670488008106028,0.0552486187845304
RNU6-230P,0,0,0,0,0,0,0
MIR5092,0,0,0,0,0,0,0
ZNF148,0.93707478972195,0.602970424504224,0.744195740036203,0.939251324377562,0.755359446519632,0.937850339722087,0.723917194822217
DUTP1,0.00120033609410635,0,0,0.105263157894737,0,0,0
RNU6-232P,0,0,0,0,0,0,0
SNX4,2.21532418938112,0.308175312633738,0.305666963805549,0.439629080421046,0.376789966104929,0.454492842423097,0.316655750762033
RF00019-162,0,0,0,0,0,0,0
RF00019-163,0.0056913550654718,0.0293255131964809,0,0,0,0,0
OSBPL11,0.48758380181346,0.407280094244263,0.324593963959405,0.58967362234467,1.31072011696772,0.264135050409623,0.240693945911049
OR7E130P,0,0,0,0,0,0,0
OR7E29P,0.0024006721882127,0,0,0,0,0,0
OR7E93P,0,0,0,0,0,0,0
OR7E53P,0,0,0,0,0,0,0
OR7E97P,0,0,0,0,0,0,0
MIR548I1,0,0,0,0,0,0,0
RPS3AP14,0.00120033609410635,0,0,0,0,0,0
SNRPCP11,0,0,0,0,0,0,0
LINC02614,0.0693749262067167,0.119509992230673,0.106038999755353,0.609581688830727,0,0,0.0350083856951466
ENPP7P4,0,0,0,0,0,0,0
FAM86JP,0.141706397475894,0,0,0,0,0,0
ALG1L,0.0764189629033324,0,0,0,0.0320912269045631,0,0.0552486187845304
ROPN1B,0.00555226989130687,0,0,0,0.0311526479750779,0,0
SLC41A3,0.254831737779996,0.181007129355959,0.18708399618315,0.576187509612033,0.284786851978005,0.207755818621803,0.325786850070426
ALDH1L1,3.24982925016952,0,0.0353406697388012,0.300393744518882,0.0780338082358102,0,0.0243990987703945
ALDH1L1-AS1,0,0,0,0,0,0,0
RNU1-30P,0.00120033609410635,0,0,0,0,0,0
ALDH1L1-AS2,0.37082922474031,0,0,0,0,0,0
KLF15,1.217084131125,0,0,0.102664871592271,0.0212241697162854,0,0
CCDC37-DT,0,0,0,0,0,0,0
CFAP100,0.0463011126574914,0,0,0,0,0,0
ZXDC,0.242248584447596,0.297945446501379,0.304511158050838,0.583527496613954,0.319025937641892,0.520604337217244,0.217562630360956
UROC1,0.00360100828231905,0,0,0,0.00811419531563732,0,0
CHST13,0.270118526365845,0,0,0,0.301005872981942,0,0
C3orf22,0,0,0,0,0,0,0
RNA5SP138,0,0,0,0,0,0,0
TXNRD3,0.436267597182947,0,0,0.160118044050116,0.115131364804562,0.0720021196904073,0
NUP210P1,0,0,0,0,0,0,0.0281607064094333
CHCHD6,0.450949071428381,0,0.0838196663441005,0,0.174348005624575,0.186083302243065,0.100011430392608
RCC2P4,0,0,0.04149377593361,0,0,0,0
PLXNA1,0.0181591108972579,0.0779888846657493,0.0579510872789438,0.150488359049747,0.075300820519991,0,0
C3orf56,0,0,0,0,0,0,0
RF00019-164,0,0,0,0,0,0,0
RNU6-1047P,0,0,0,0,0,0,0
PRR20G,0,0,0,0,0,0,0
LINC02016,0,0,0,0,0,0,0
LINC01471,0.00120033609410635,0,0.04149377593361,0,0,0,0
LINC02034,0,0,0,0,0,0,0
TPRA1,0.104464575963108,0.0577946023857139,0.222674662888792,0.374911516591122,0.234398379132755,0.164756642441258,0.16165762843348
MIR6825,0,0,0,0,0,0,0
MIR7976,0,0.0293255131964809,0,0,0,0,0
MCM2,0.173818372208779,0.182153118670511,0.137093722078315,0.105967767615067,0.030603004764545,0.14180345753677,0.167999454624745
PODXL2,0.0449623649052506,0.05004766906811,0.0247560714784994,0.348837117144936,0.0993837084725638,0.0763358778625954,0.0681488099019172
ABTB1,0.128126145976028,0.178743747584631,0.367244372043867,0.357600297112214,0.47918763930831,0.305231607511981,0.185916912160526
MGLL,0.550056936336714,0.0383575301715705,0.0383866842356955,0.625113538691872,0.194801594238044,0.0134776393875821,0
KBTBD12,0.0024006721882127,0,0,0.294485609154952,0.0311526479750779,0,0
RNA5SP139,0,0,0,0,0,0,0
SEC61A1,0.199459962875041,0.197450096792708,0.494677354655078,0.747492261309373,0.474361834682037,0.28762851018487,0.448848450504943
RUVBL1,0.938096022028791,0.197232143095861,0.523528736161988,0.529645272305137,0.298098105136479,0.272722511801101,0.403859058137757
RNU2-37P,0,0,0.04149377593361,0,0,0,0.0552486187845304
RUVBL1-AS1,0,0,0,0,0,0,0
RNU6-823P,0,0,0,0,0,0,0
EEFSEC,0.472818051798549,0.183466476429243,0.356588529847964,0.0376050522452907,0.345750049267231,0.219202940700618,0.281328203928405
DNAJB8,0,0,0,0,0,0,0
DNAJB8-AS1,0,0,0,0,0,0,0
GATA2,0.000588254630386779,0,0,1.06413305182206,0,0,0
GATA2-AS1,0.000399665892045476,0,0,1.28569542357796,0,0,0
TMED10P2,0,0,0,0,0,0,0
LINC01565,0,0,0,0,0,0,0
RPN1,0.340536767636319,0.173298568330989,0.44308702052567,1.23441624955127,0.873977544151734,0.441564120067895,0.393039319221733
RF00017-34,0,0,0,0,0,0,0
POU5F1P6,0,0,0,0.0885399667840255,0,0,0
RF00399,0,0,0,0,0,0,0
RAB7A,1.53673160396777,0.515088970660945,0.714990138265602,0.678519674978758,1.08752647310356,1.11207496573907,0.60849500163484
MARK2P8,0,0,0,0,0,0,0
FTH1P4,0.0246234136302565,0.0394903008888893,0.091476761577535,0,0.0311526479750779,0.00700880257227949,0.0157735692697335
RN7SL698P,0.00157609373391884,0.0293255131964809,0.0365293312864185,0,0,0.145164773664402,0
RPS15AP16,0,0,0.04149377593361,0,0,0,0
MARK2P17,0.00120033609410635,0,0,0,0,0,0
MARK3P3,0,0,0,0,0,0,0
MARK2P6,0,0,0,0,0,0,0
ACAD9,0.531593541087845,0.159647302281472,0.215741339560861,0.446077310411554,0.23556293393964,0.212637668347541,0.0724582527223872
KIAA1257,0.00987105838334685,0.105437387818815,0,0,0.0352903756768533,0,0.0150859118825164
EFCC1,0.00223371439114036,0,0,0.715827369689941,0,0,0
GP9,0,0,0,0,0.0205861712541907,0,0
RAB43,0.0216229519714128,0,0,0.0895349301789936,0,0,0.108085184466114
ISY1-RAB43,0,0,0,0,0,0,0
ISY1,0.268510204532498,0.213067444188854,0.448017412541566,0.586989781731053,0.320393344555688,0.636300157499677,0.374132751101288
CNBP,1.27244451207665,1.28613063684307,1.37094688914809,1.34276436253598,1.36275483236135,1.25736016265422,1.50045732906839
RPS27P12,0,0,0,0.105263157894737,0,0,0
COPG1,0.704403009039845,0.123234792189165,0.333514343158833,0.540876628223218,0.437951710922324,0.426120295779396,0.288830232430888
MIR6826,0,0,0,0,0,0,0
HMCES,0.22588670623242,0.12651546260129,0.396306266923168,0.165664996598896,0.0686673384589198,0.359847360439883,0.437489508923905
H1FX,0.105940672217844,0.288212295414066,0.701858360869076,0.829642686090971,0.710109111583122,0.58965859835157,0.765512993703313
H1FX-AS1,0.00884458709916438,0.154512843078882,0.164672328228772,0.138722065875405,0.0623052959501558,0.229007633587786,0.098965067889809
NUP210P3,0,0,0,0,0,0,0
RPL32P3,0.0339951767396017,0.52664598204261,0.601649086999695,0.711366042965337,0.265782697549862,0.421425884916582,0.398340601947426
SNORA7B,0,0.0586510263929619,0.0829875518672199,0.105263157894737,0,0.0763358778625954,0
EFCAB12,0.054608716582382,0.0293255131964809,0.04149377593361,0.180600116127416,0,0,0.00502597133099045
MBD4,0.558564385557293,1.05563596494037,0.538050934409576,0.724825985180704,0.633261152331331,0.474430796413021,0.364047920259323
IFT122,0.234732421883485,0.0881648539098477,0.258581014496904,0.602321273402164,0.162268689488325,0.163731261974073,0.438287472198023
RHO,0,0,0,0,0,0,0
H1FOO,0,0,0,0,0,0,0
PLXND1,0,0.0166636009719714,0.359658280843521,1.11884736387353,0.692740416601068,0.781844532216778,0.071986610718195
RN7SL752P,0,0,0,0,0,0,0
TMCC1,0.306464891644203,0.214782504293838,0.326637048792109,0.545393626313461,0.307608641196634,0.0685075639768411,0.260941294346066
RNY3P13,0,0.0586510263929619,0,0,0,0,0
RF00026-7,0,0,0,0,0,0,0
TMCC1-AS1,0.184093495850345,0.0280609074925397,0,0,0.0240067915753041,0,0
TRH,0,0,0,0,0.0247733021079566,0,0
OR7E129P,0,0,0,0,0,0,0
OR7E21P,0,0,0,0,0,0,0
ALG1L2,0.00212289976223708,0.0890338466751261,0.120060402080726,0.260550815180728,0.0152171957901334,0.152671755725191,0.110497237569061
LINC02014,0,0.0509191146693971,0,0,0,0,0
FAM86HP,0.0491410488305924,0,0.00206420208903269,0,0,0.00785794239917784,0.0610151060378354
LINC02021,0.0985475672262941,0.030552476644516,0.12448132780083,0.206597669501054,0.0311526479750779,0,0.0552486187845304
ENPP7P3,0.00120033609410635,0,0,0,0,0,0
SNRPCP8,0,0,0,0,0,0,0
COL6A4P2,0.0024006721882127,0,0,0,0,0,0
COL6A5,0.0132036970351698,0,0,0,0,0,0
COL6A6,0,0.0293255131964809,0.04149377593361,0,0,0.0763358778625954,0
PIK3R4,0.152489283862284,0.237467200088361,0.305592731321501,0.39720240392183,0.374327943703839,0.376267382206808,0.20076154081861
RN7SKP212,0,0,0,0,0,0,0
GSTO3P,0.0048013443764254,0,0,0,0,0,0
ATP2C1,0.221896721353988,0.216596192388066,0.296231449948802,0.778079264414938,0.567567401957289,0.208115135042267,0.31592004737966
RF00019-165,0,0,0,0,0,0.0763358778625954,0
ASTE1,0.104920782804375,0.215007510353044,0.377018317425647,0.210004072440298,0.185250594979877,0.337282155420034,0.304569427479697
NEK11,0.57004918959544,0.0551197354045432,0.0249954952985914,0,0.0297206287443452,0,0
RNU6-726P,0,0,0,0,0,0,0
NUDT16P1,0.469494993883283,0,0,0.307903716438695,0.234526867435729,0,0
NUDT16,0.659648913274384,0.081066299098765,0.141837505384105,0.856303599006251,1.58255893010588,0.0595950315926821,0.309063682898632
MRPL3,1.67911289512303,0.333762418140065,0.419881789516117,0.0879345843666478,0.78282410723398,0.412514958672851,0.592654640503351
SNORA58,0,0.0293255131964809,0,0,0,0,0
BCL2L12P1,0.0048013443764254,0,0,0,0,0,0
CPNE4,0.044938380857602,0,0,0,0,0,0
MIR5704,0,0,0,0,0,0,0
RPL7P16,0,0,0,0,0,0.00146246866415475,0
ACPP,0.000339277336368783,0,0,0.419660497339148,0.459546167159749,0,0
NIP7P2,0,0,0.0305096677724751,0,0,0,0
DNAJC13,1.0354737812098,0.370568913557837,0.329482490250926,0.726673830182929,0.833072114120763,0.548573565619592,0.311400808682099
ACAD11,0.54068462990109,0.056925605818673,0.248668694397226,0.17912769317627,0,0.0152525252285804,0.125746209977081
NPHP3-ACAD11,0.00120033609410635,0,0.04149377593361,0,0,0.0763358778625954,0
ACKR4,0.0411041776267667,0.0778778333468172,0,0,0,0.0763358778625954,0.0552486187845304
HSPA8P19,0,0,0,0,0,0,0
UBA5,0.948687118357498,0.317442080699716,0.402489198966887,0.388583769923762,0.256743474170055,0.44713616837527,0.232879392761552
NPHP3,0.0556419543709994,0.307001361224658,0.3956350502075,0.958909575562728,0.359472421842201,0.504744072451846,0.412773954604871
NPHP3-AS1,0,0,0,0,0.0623052959501558,0,0.0552486187845304
TMEM108,0.00423448842165064,0,0.122344986531744,0.0625869198849327,0,0,0.0552486187845304
TMEM108-AS1,0,0,0,0,0,0,0
BFSP2,0,0.0879765395894428,0,0,0,0,0
BFSP2-AS1,0,0,0.16597510373444,0,0,0,0
RF00438,0,0,0,0,0.0311526479750779,0,0
CDV3,1.1698378463808,0.908625594583337,0.999380030201678,0.801121348456333,1.49079082488457,1.11733011958253,0.981982908937154
TOPBP1,0.298907634527047,0.465494154135852,0.51475253243664,0.537349277421048,0.730922196698709,0.505182393065846,0.352654307957183
INHCAP,0,0,0.0829875518672199,0,0,0,0
RNU6-678P,0,0,0,0,0,0.0367185359692756,0
RNA5SP140,0,0,0,0,0,0,0
TF,0.0011257204906721,0,0,0.0132630749752647,0.0152552296810804,0.0255598949112055,0
SRPRB,0.258711517823013,0.417446744669218,0.402971133311507,0.417645612515901,0.285222566759104,0.12405926990145,0.296160165282244
RAB6B,0.150096812521248,0.0253469517503666,0.0215040301880896,0,0.0269961787904163,0.00165035399316831,0
SLCO2A1,0.00066576689721413,0,0,2.66471268754256,0.00969534276801849,0.020039445571317,0
LINC02000,0.0804225183051254,0,0,0,0,0,0
RYK,0.228450423941175,0.440670072540772,0.351583773664419,0.731544731792651,0.264009876414623,0.410997202150694,0.342564042595869
HMGB3P14,0.00120033609410635,0.0293255131964809,0.04149377593361,0,0,0,0.0552486187845304
LINC02004,0.0192053775057016,0,0,0,0,0,0
RPL39P5,0.00350519561163733,0.00284266471862793,0,0.105263157894737,0,0,0
AMOTL2,1.15262228910109,0,0.0289534127563856,1.11252005413959,0.0136121752848878,0,0.0143068442687145
MIR6827,0,0,0,0,0,0,0
HMGN1P9,0.00120033609410635,0,0,0,0,0,0
HMGB3P13,0,0,0,0,0,0,0
MIR4788,0,0,0,0,0,0,0
ANAPC13,1.33058454105082,0.284514527604028,0.261584047459962,0.205654932323255,0.410381056809351,0.23713757791592,0.201641120469373
CEP63,0.539880093205874,0.256519776285569,0.314776681147176,0.328089166628687,0.473927993640721,0.247858001075628,0.265329159919728
EPHB1,0.0037801506395973,0.0889350355021066,0.00247531634643365,0.105263157894737,0,0,0
KY,0.0385201690778227,0,0,0,0,0,0
RNU6-1174P,0,0,0,0,0,0,0
RNA5SP141,0,0,0,0,0,0,0
NDUFS6P1,0,0,0,0,0,0,0
PPP2R3A,2.86537327276537,0,0.0493850421114087,1.19740287881148,0.131917677935782,0,0.0284612376386948
MSL2,0.162577890626109,0.377486020588805,0.587780883574387,0.359350213251616,0.397409227035499,0.627783523943588,0.362602741678775
TDGF1P6,0,0,0,0,0,0,0
PCCB,1.58235630229457,0.204858610794341,0.168567126222666,0.0884449908607884,0.204777787407611,0.140400861510794,0.0932718429776186
STAG1,0.331113352468357,0.486108655847412,0.467487193922284,0.722428880239788,0.414522214934833,0.519720398628985,0.409466623930641
RNU6-1284P,0,0.0293255131964809,0,0,0,0,0
HMGN1P10,0,0,0,0,0,0,0
RNU6-789P,0,0,0.04149377593361,0,0,0,0
SLC35G2,0.00768156009280743,0.0458420504572804,0.026877750097716,0.474632403725072,0.115127048759817,0.124619820986995,0.118834832755242
NCK1-DT,0.13384463293128,0.199760796387524,0.601111634916537,0.219576195666665,0.605326896887331,0.614599000406629,0.28386861942091
NCK1,0.36045239180373,0.238245322382695,0.937032798050103,0.854904750146364,0.568965812709844,0.826611114168213,0.770930189680493
RAD51AP1P1,0,0.117302052785924,0.16597510373444,0,0.0620051678096023,0.0763358778625954,0.165745856353591
IL20RB,0.00122840984602276,0,0.00651440976566299,0.0253656914359645,0.0293943161533629,0.19601918722837,0.000483897797639857
IL20RB-AS1,0,0.0293255131964809,0,0,0,0.0763358778625954,0.0212483261171625
RNA5SP142,0,0,0,0,0,0,0
NPM1P17,0,0,0,0,0,0,0
SOX14,0,0,0,0,0,0,0
LINC01210,0,0,0,0,0,0,0.0319316979929887
HSPA8P9,0.00127924861577132,0.00574637088607833,0,0,0,0,0.00754312586389194
CLDN18,0.000431343367543059,0,0,0,0,0,0
DZIP1L,0.0400067904232759,0,0.0701274456324914,0.175986626273707,0.221844059655971,0,0
KRT8P36,0.00718133056912155,0,0,0,0,0,0
A4GNT,0.0024006721882127,0,0,0,0,0,0
DBR1,0.459007933835117,0.278577363386182,0.275087745357846,0.355265267271745,0.494942230506107,0.260628944589891,0.244845205907664
ARMC8,0.529406805650739,0.413659023792863,0.464794223424805,0.510727886463466,0.555933004784807,0.519913170230753,0.428038928390208
NME9,0.00545795543928447,0.0293255131964809,0.0829875518672199,0.105263157894737,0.0278785206447138,0,0.110497237569061
MRAS,0.724162791430943,0,0.0346741320186631,0.34398484104558,0.273429554199504,0,0
ESYT3,0.00664866238192141,0.0857592244302073,0,0.0798785862169768,0,0,0
CEP70,0.669411440180149,0.0875113898358387,0.326617114276807,0.427578039545762,0.0478869316362518,0.342644804534111,0.214647044134403
FAIM,0.638464862869118,0.28920548618976,0.107596655604256,0.373649399531515,0.153026017815896,0.1749932210864,0.122005091187704
PPIAP72,0.00285406928863177,0,0.04149377593361,0.105263157894737,0.0616563725694318,0.0355253438003191,0.0552486187845304
PIK3CB,1.0285578582701,0.24835834719918,0.287414944178089,0.472549472357097,0.789553153551999,0.163592614290368,0.24227500225299
GAPDHP39,0,0,0,0,0,0,0
RPL23AP40,0,0,0,0,0,0,0
EEF1A1P25,0.0072462514173425,0.0335526503076302,0.0233358001313269,0,0.0934579439252336,0.00338640490561041,0.00708287756745987
ATP5MC1P3,0,0,0,0,0,0,0
LINC01391,0,0,0,0,0,0,0
FOXL2,0,0,0,0,0,0,0
FOXL2NB,0,0,0,0,0.0311526479750779,0,0
PRR23A,0.00120033609410635,0,0,0,0,0,0
MRPS22,0.805923258416,0.275951713760577,0.329308031010925,0.289478729586852,0.301420346970127,0.409921717097741,0.20754810327983
PRR23B,0,0,0,0,0,0,0
PRR23C,0,0,0,0,0,0,0
RPL7L1P7,0,0,0,0,0,0,0
BPESC1,0,0,0,0,0,0,0
PISRT1,0,0,0,0,0,0,0
RF01873,0,0,0,0,0,0,0
COPB2,0.886331804556826,0.544856627097577,0.599338625105585,0.673372636029595,0.67473293353464,0.604033912524922,0.405021359372205
RF00026-8,0,0,0,0,0,0,0.0552486187845304
RBP2,0,0.0170176287899968,0,0,0,0,0
ACTG1P1,0.00120033609410635,0.0293255131964809,0,0,0,0,0
RBP1,0.104320638202817,0,0.0115425606486214,0.313849343751606,0.00577997567126313,0,0
NMNAT3,0.9082402179914,0.14432343289999,0.117331926258768,0.461798670417384,0.0984794685031023,0,0
RN7SKP124,0,0.0293255131964809,0.04149377593361,0.105263157894737,0,0,0
RN7SL724P,0,0,0.04149377593361,0,0,0,0
TRMT112P5,0,0.0168559320511356,0,0,0,0,0
CLSTN2,0.368346652582819,0.0150676514745807,0,0.321225256668894,0.00937871546760155,0.0410188354608667,0
CLSTN2-AS1,0.0108030248469571,0,0,0,0,0,0
TRIM42,0.00120033609410635,0,0,0,0,0,0
RPL23AP41,0,0,0,0,0,0,0
SLC25A36,1.1592198783473,0.453659022177769,0.379674140966779,1.07975877554793,0.640853062411335,0.555513652226397,0.497557314061328
SPSB4,0,0,0,0,0,0,0
PXYLP1,0.181364062453158,0.0123040207669882,0.419540355809002,0.224195768958644,0.141703469730983,0.494239060023359,0.324323070642039
ZBTB38,0.816724511879371,0.732057743995311,1.10453480191498,1.16650461334931,0.383011218171996,0.873197722995213,1.0405199999885
KRT18P35,0,0,0,0,0,0,0
RASA2,0.116475631192357,0.605015802374683,1.26656325478339,0.344860712791744,0.39657470333242,1.74555621859227,0.868067769590992
RASA2-IT1,0.00106399958767019,0.0293255131964809,0,0.105263157894737,0,0.152671755725191,0.0381504369704104
YWHAQP6,0.00117997974497175,0.0293255131964809,0.0197179374358466,0,0,0.110822955160651,0.0552486187845304
LINC02618,0.0048013443764254,0,0,0,0,0,0
TPT1P3,0.0024006721882127,0,0,0,0,0,0
RNF7,1.48160671581724,0.522397527378326,0.843077623807048,0.443183785049539,1.00938765625716,0.956472205296727,0.674282023549409
GRK7,0,0,0,0,0,0,0
HMGN2P25,0.000304769287732108,0.0293255131964809,0,0,0,0.0763358778625954,0
ATP1B3,0.311701177237411,0.1888491370636,0.376954097718124,0.662061005830765,0.676984144287689,0.492637837206134,0.215949059849945
RNU6-509P,0,0,0,0,0,0,0
ATP1B3-AS1,0,0.000843190814742595,0,0,0,0,0.0552486187845304
TFDP2,1.47351898749535,0.24713758863181,0.393508995716997,1.07957248750486,0.246263505142426,0.921427504195057,0.408703242341128
RNU6-425P,0,0,0,0,0,0,0
GK5,0.363440630516361,0.259760931440113,0.640536437916311,1.04645572210613,0.488984084946344,2.13019292608245,0.351707793072442
XRN1,0.384098982971907,0.73226628161945,1.02755782496632,1.21109925822208,0.772719912996916,1.07162758002754,0.919620865019481
RNU6-1294P,0,0,0,0,0,0,0
RNU1-100P,0,0,0,0,0,0,0
ATR,0.317494384009874,0.605083576045777,0.500132182327049,0.336442689519179,0.556756984407657,0.711014310594733,0.416034467971127
RPL6P9,0,0,0,0,0,0,0
RNA5SP143,0,0,0,0,0,0,0
PLS1,2.06409753994443,0,0.0435060821628175,0.300118066135206,0.0344582784955747,0,0.0226329071087073
PLS1-AS1,0.00120033609410635,0,0,0,0.0311526479750779,0,0
RN7SKP25,0,0,0,0,0,0,0
TRPC1,0.0297816034382724,0.0692779297702823,0.0823185749321063,0.359572904988339,0,0,0.034619070548379
RNU7-47P,0,0,0,0,0,0,0
PCOLCE2,0.00112654642388538,0,0.0269285247533648,0.0646861904545834,0.0203399531937834,0,0
PAQR9,0.00120033609410635,0,0,0,0,0,0
PAQR9-AS1,0.00555154781011871,0,0.00587722819870438,0,0,0,0
U2SURP,0.525309415510663,0.737038995863056,1.08001308609959,1.00250751533006,0.900797507473241,0.859777473154983,0.701277522668654
CHST2,0.00184685069821259,0.0209204038916445,0.135694093229365,0.189383664884065,0.344222930732917,1.39151657008715,0
PBX2P1,0.00120033609410635,0,0,0,0,0,0
SLC9A9,0.000189048590572523,0.251019725352089,0.407801084684138,0.399780898345144,0.568471057392726,0.281801664192258,0.456724069395118
SLC9A9-AS1,0,0.0293255131964809,0,0,0,0,0
SLC9A9-AS2,0,0,0,0,0,0,0
GAPDHP47,0,0,0,0,0.0623052959501558,0,0.0552486187845304
ST13P15,0.00440330280753662,0.0293255131964809,0.0964885747284315,0.210526315789474,0.163010026806983,0.0785171283224157,0.112486295607867
DIPK2A,0.0192449352217814,0.308534559616245,0.247579062133409,0.355635190010071,0.760652015885089,0.349187428714665,0.175324322768996
RNA5SP144,0,0,0,0,0,0,0
LARP7P4,0.00120033609410635,0,0,0,0,0,0
GM2AP1,0,0,0,0,0,0,0
RPL21P39,0.00247441183732289,0.0107514136347952,0.0045321581274642,0,0,0.0257301894763044,0.0153066822178456
LNCSRLR,0.00120033609410635,0,0,0.202628858465897,0,0,0
PLOD2,0.214180872343322,0.000140988440020693,0.0472706432659102,0.845247702849539,0.0215179823640722,0,0
PLSCR4,0.555770154451712,0,0.0125388109832384,0.895938048864666,0.0155186534299286,0.0229015641540061,0.033622941918136
PLSCR2,0.0095834132789664,0.0293255131964809,0,0.235657448517649,0,0,0
PLSCR1,0.401997801028223,0.0894314710520579,0.233910684701813,0.855520009994507,0.85708398072519,0.447037780102883,0.12167555126696
RNU6-428P,0,0,0,0,0,0,0
PLSCR5,0,0,0,0,0,0,0.00385649033014287
PLSCR5-AS1,0,0.0293255131964809,0,0,0,0,0
LINC02010,0,0,0,0,0,0,0
RNU6-505P,0,0,0,0,0,0,0
RPL21P71,0,0,0.0195191232989932,0,0,0,0
ZIC4,0.0024006721882127,0,0,0,0,0,0
